dose_bins,coverage
11.6364635,1.77651511
11.7602499,1.74497439
11.8840446,1.72256387
12.0078175,1.64988774
12.1315952,1.62242846
12.2553816,1.5892277
12.3791763,1.56432713
12.5029627,1.49067988
12.6267575,1.4649493
12.7505439,1.43672865
12.8743182,1.37233282
12.9980944,1.33557335
13.0393936,1.32976322
13.1219198,1.31233282
13.2457062,1.22982857
13.3695009,1.204928
13.4932856,1.16615953
13.6170515,1.14679969
13.7408379,1.10112166
13.8646326,1.08452128
13.988419,1.05675281
14.1122138,1.01155395
14.2360002,0.98997346
14.3597898,0.94172583
14.4835507,0.90895736
14.6073455,0.90314723
14.7311319,0.88820689
14.8549266,0.84524856
14.978713,0.81951797
15.1025077,0.80374761
15.2262874,0.74551277
15.3500583,0.72376229
15.4738447,0.70052176
15.5976394,0.67894127
15.6765052,0.64533379
15.7214565,0.63786362
15.8452512,0.62292328
15.9690376,0.58079686
16.0928323,0.56336646
16.2166188,0.55257622
16.3404135,0.52152745
16.4641999,0.50990718
16.5879946,0.48915671
16.7117556,0.47293796
16.8355452,0.44975899
16.9593316,0.44394885
17.0831263,0.43149857
17.2069127,0.3968802
17.3307075,0.38193986
17.4544922,0.35782054
17.5782869,0.34300141
17.7020733,0.33221117
17.8258681,0.31456202
17.9496545,0.29774289
18.0734492,0.28778266
18.1972356,0.26103408
18.3210304,0.24941382
18.4448168,0.24443371
18.568603,0.23439393
18.6923673,0.21489488
18.8161621,0.20410463
18.9399485,0.19497443
19.0637432,0.18438494
19.1875296,0.17442471
19.3113243,0.1652945
19.4351108,0.14310653
19.5588972,0.14144649
19.6826919,0.1372964
19.8064783,0.12019697
19.9302731,0.12019697
20.0540595,0.11438683
20.1778542,0.09815719
20.3016406,0.09649716
20.4254354,0.09483712
20.5492218,0.08875757
20.6730165,0.08045738
20.7968029,0.07713731
20.9205977,0.07132718
21.0443841,0.06717708
21.1681788,0.06394744
21.2919652,0.06005776
21.4157599,0.06005776
21.5395464,0.05367803
21.6633411,0.04746827
21.7871275,0.04165814
21.9109222,0.03404877
22.0347087,0.02989867
22.1585034,0.02989867
22.2822898,0.02787879
22.4060845,0.02787879
22.529871,0.02538873
22.6536657,0.02030918
22.7774521,0.01947917
22.9012468,0.01947917
23.0250333,0.01250994
23.148828,0.01084991
23.2726144,0.00918987
23.3964091,0.00818987
23.5201955,0.00569981
23.6439903,0.00403977
23.7677767,0.00403977
23.8915714,0.00403977
24.0153578,0.00403977
24.1391526,0.00369981
24.262939,0.00286979
0.00602243,0.00203977
0.00605302,0.00203977
0.00608192,0.00203977
0.00611252,0.00101989
