dose_bins,coverage
0.01176,0.001
0.01182,0.001
0.01188,0.001
0.01195,0.001
0.01201,0.001
0.01207,0.001
0.01213,0.001
0.0122,0.001
0.01226,0.001
0.01232,0.001
0.01238,0.001
0.01245,0.001
0.01251,0
0.01251,0
